Accno	Read Status	5' Contig	5' Position	5' Strand	3' Contig 	3' Position	3' Strand
HTU2KLI03F0PUG	Assembled	contig00002	1161	+	contig00002	1314	-
HTU2KLI03F8CIQ	Assembled	contig00002	1017	-	contig00002	649	+
HTU2KLI03HFHI3	Assembled	contig00002	869	+	contig00002	1216	-
HTU2KLI03FL5BH	PartiallyAssembled	contig00053	110	-	contig00034	54	+
HTU2KLI03GQKEL	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03G37SI	Assembled	contig00056	29	-	contig00012	545	+
HTU2KLI03G78PE	Assembled	contig00004	250	+	contig00004	526	-
HTU2KLI03FSPQ6	Assembled	contig00002	664	+	contig00002	895	-
HTU2KLI03GBWKQ	Assembled	contig00002	1062	+	contig00002	1314	-
HTU2KLI03GRW8E	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI03GVWUZ	Assembled	contig00004	675	-	contig00004	370	+
HTU2KLI03GYLYU	Assembled	contig00012	545	+	contig00012	597	-
HTU2KLI03FOCLT	Assembled	contig00060	1	-	contig00012	545	+
HTU2KLI03F8Y30	Assembled	contig00003	876	+	contig00003	1073	-
HTU2KLI03GAH3Z	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03HCTRZ	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FI1PB	Assembled	contig00022	380	-	contig00022	139	+
HTU2KLI03GGS5Z	Assembled	contig00001	1062	+	contig00001	1508	-
HTU2KLI03HCG2B	Assembled	contig00007	564	-	contig00007	444	+
HTU2KLI03FLT1B	Assembled	contig00010	691	-	contig00010	566	+
HTU2KLI03F6U52	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FH0KW	Assembled	contig00026	87	+	contig00026	224	-
HTU2KLI03G2040	Assembled	contig00001	965	+	contig00001	1185	-
HTU2KLI03G33ER	Assembled	contig00004	877	+	contig00033	2	-
HTU2KLI03G5TWF	Assembled	contig00007	449	+	contig00007	566	-
HTU2KLI03GBWHR	Assembled	contig00002	1371	-	contig00002	1102	+
HTU2KLI03FJKV3	Assembled	contig00056	30	-	contig00012	473	+
HTU2KLI03G6CRP	Assembled	contig00022	374	-	contig00022	70	+
HTU2KLI03FV58X	Assembled	contig00033	111	+	contig00062	2	-
HTU2KLI03FJDFO	Outlier
HTU2KLI03GIAB5	Assembled	contig00059	5	-	contig00004	765	+
HTU2KLI03GMF38	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03G1T9Y	Assembled	contig00002	1318	-	contig00002	1243	+
HTU2KLI03F7LN2	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI03GLX8N	Assembled	contig00012	545	+	contig00056	29	-
HTU2KLI03F8M5N	Assembled	contig00012	640	-	contig00012	547	+
HTU2KLI03HBTE2	Assembled	contig00013	34	+	contig00013	187	-
HTU2KLI03GLKYM	Assembled	contig00002	1105	+	contig00002	1410	-
HTU2KLI03FN8KL	Assembled	contig00021	218	-	contig00021	3	+
HTU2KLI03GV2BJ	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GT81V	Assembled	contig00002	1319	-	contig00002	1099	+
HTU2KLI03GZJ1L	Assembled	contig00002	1103	+	contig00002	1264	-
HTU2KLI03GUNLM	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI03FS3SS	Assembled	contig00022	103	+	contig00022	336	-
HTU2KLI03GVWFJ	Assembled	contig00010	294	-	contig00010	76	+
HTU2KLI03FJ994	Assembled	contig00002	999	-	contig00002	689	+
HTU2KLI03GPB8O	Assembled	contig00020	424	-	contig00020	189	+
HTU2KLI03GQ43Z	Assembled	contig00022	344	-	contig00061	6	+
HTU2KLI03F1RON	Assembled	contig00022	371	-	contig00022	176	+
HTU2KLI03FK7A8	Assembled	contig00002	755	-	contig00002	533	+
HTU2KLI03HF46L	Assembled	contig00001	130	+	contig00001	334	-
HTU2KLI03GHRUD	Assembled	contig00025	1	+	contig00025	353	-
HTU2KLI03G6WHC	Assembled	contig00010	563	+	contig00010	693	-
HTU2KLI03GESJ8	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03GPQNN	Assembled	contig00040	1	+	contig00040	150	-
HTU2KLI03G83IC	Assembled	contig00002	800	-	contig00002	431	+
HTU2KLI03F0F7L	Assembled	contig00002	1317	-	contig00002	1023	+
HTU2KLI03GZGLQ	Assembled	contig00007	449	+	contig00007	571	-
HTU2KLI03F132K	PartiallyAssembled	contig00038	90	+	contig00038	146	-
HTU2KLI03G5QIZ	Assembled	contig00056	34	-	contig00012	624	+
HTU2KLI03GU25K	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03HGBLW	Assembled	contig00004	926	-	contig00004	831	+
HTU2KLI03FTKUZ	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FPZJF	Assembled	contig00022	348	-	contig00022	73	+
HTU2KLI03HEBQS	Assembled	contig00003	1073	-	contig00003	873	+
HTU2KLI03FWYKJ	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03HGCDQ	Assembled	contig00004	1109	+	contig00033	286	-
HTU2KLI03F70DN	Assembled	contig00029	302	-	contig00029	119	+
HTU2KLI03FY24J	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03GBCYB	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03G7RNJ	Assembled	contig00002	1102	+	contig00002	1295	-
HTU2KLI03GJH3N	Assembled	contig00002	1000	-	contig00002	685	+
HTU2KLI03GN048	Outlier
HTU2KLI03GJO0N	Assembled	contig00026	13	-	contig00033	51	+
HTU2KLI03G7TYR	Assembled	contig00026	226	-	contig00033	107	+
HTU2KLI03HBCCN	Assembled	contig00004	1110	+	contig00033	281	-
HTU2KLI03GFKGO	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FT4RJ	Assembled	contig00009	1	+	contig00009	282	-
HTU2KLI03FT00O	Assembled	contig00002	690	+	contig00002	1000	-
HTU2KLI03HE3ZU	Assembled	contig00002	826	-	contig00002	537	+
HTU2KLI03GFQ53	Assembled	contig00009	640	-	contig00009	328	+
HTU2KLI03GX90F	Assembled	contig00012	545	+	contig00061	4	-
HTU2KLI03GLNM5	Assembled	contig00004	1112	+	contig00033	125	-
HTU2KLI03F4BY4	Assembled	contig00012	545	+	contig00056	41	-
HTU2KLI03GAXNE	Singleton
HTU2KLI03FVFHN	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03G5DRX	Assembled	contig00004	254	+	contig00004	588	-
HTU2KLI03G5YTH	Singleton
HTU2KLI03F5P79	Assembled	contig00017	264	+	contig00017	412	-
HTU2KLI03FP5RS	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03FKTYI	Assembled	contig00002	690	+	contig00002	842	-
HTU2KLI03GW12V	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FX16M	Assembled	contig00056	34	-	contig00012	545	+
HTU2KLI03HG60N	Assembled	contig00002	533	+	contig00002	938	-
HTU2KLI03FT7TR	Assembled	contig00001	1507	-	contig00001	1325	+
HTU2KLI03FOSVT	Assembled	contig00056	28	-	contig00012	545	+
HTU2KLI03HEFQG	Singleton
HTU2KLI03G2Y1L	Assembled	contig00026	341	-	contig00033	177	+
HTU2KLI03GXSKR	Assembled	contig00012	545	+	contig00056	39	-
HTU2KLI03HE6NI	Singleton
HTU2KLI03GJBL2	Assembled	contig00002	993	-	contig00002	660	+
HTU2KLI03GKTPE	PartiallyAssembled	contig00051	2	+	contig00051	125	-
HTU2KLI03GLRXH	Assembled	contig00033	286	-	contig00004	1114	+
HTU2KLI03GWFMD	Assembled	contig00040	1	+	contig00040	79	-
HTU2KLI03GE1X2	Assembled	contig00010	692	-	contig00010	566	+
HTU2KLI03GGGGM	Assembled	contig00012	545	+	contig00012	641	-
HTU2KLI03G3YWV	PartiallyAssembled	contig00057	5	+	contig00022	248	-
HTU2KLI03GGGWC	Assembled	contig00033	5	-	contig00004	891	+
HTU2KLI03F3QKQ	PartiallyAssembled	contig00004	1117	-	contig00004	990	+
HTU2KLI03FJAC2	Assembled	contig00001	182	+	contig00001	334	-
HTU2KLI03FPNE5	Assembled	contig00056	27	-	contig00012	545	+
HTU2KLI03GTI9J	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03GHPW6	Assembled	contig00033	125	-	contig00004	998	+
HTU2KLI03FLON3	Assembled	contig00004	12	+	contig00004	369	-
HTU2KLI03FV63U	Assembled	contig00009	373	+	contig00009	559	-
HTU2KLI03FY1TJ	Assembled	contig00001	963	+	contig00001	1038	-
HTU2KLI03FKPSX	PartiallyAssembled	contig00009	404	-	contig00009	79	+
HTU2KLI03FMA6T	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03GKK6Q	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FMOTY	Assembled	contig00054	102	-	contig00054	14	+
HTU2KLI03GRWSY	Assembled	contig00022	115	+	contig00022	375	-
HTU2KLI03FLUVU	Assembled	contig00057	5	+	contig00022	372	-
HTU2KLI03G1HJB	Assembled	contig00026	225	-	contig00033	218	+
HTU2KLI03G8EAN	Assembled	contig00004	990	+	contig00033	4	-
HTU2KLI03FL6A4	Assembled	contig00022	103	+	contig00022	357	-
HTU2KLI03GKYFL	Assembled	contig00004	873	+	contig00033	7	-
HTU2KLI03FS5I9	Assembled	contig00033	216	+	contig00026	224	-
HTU2KLI03HAHQ7	Assembled	contig00001	1315	+	contig00001	1458	-
HTU2KLI03G0K2A	Assembled	contig00022	344	-	contig00022	103	+
HTU2KLI03G9JZJ	Assembled	contig00033	126	-	contig00004	1097	+
HTU2KLI03F4ZAW	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03F0Y6Y	TooShort
HTU2KLI03FXC9J	Assembled	contig00022	158	-	contig00012	545	+
HTU2KLI03GH6SS	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GVF4L	Assembled	contig00003	441	-	contig00003	237	+
HTU2KLI03GROEW	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GXZBR	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GQJ1D	Assembled	contig00001	333	-	contig00001	108	+
HTU2KLI03GHL4U	Assembled	contig00004	1110	+	contig00033	126	-
HTU2KLI03GAMP8	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GIOSY	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FP4WS	Assembled	contig00002	536	+	contig00002	805	-
HTU2KLI03G4H46	Assembled	contig00022	347	-	contig00022	113	+
HTU2KLI03FO1JY	Assembled	contig00002	731	-	contig00002	538	+
HTU2KLI03F3H6P	Assembled	contig00022	345	-	contig00022	73	+
HTU2KLI03FVJ19	Assembled	contig00001	1315	+	contig00001	1502	-
HTU2KLI03GH8FE	Assembled	contig00004	1112	+	contig00033	289	-
HTU2KLI03GE9UW	Assembled	contig00055	70	+	contig00026	6	+
HTU2KLI03GMHUH	Singleton
HTU2KLI03FI5FA	Singleton
HTU2KLI03FPS26	Assembled	contig00022	347	-	contig00057	7	+
HTU2KLI03GEPL6	Singleton
HTU2KLI03FRSW8	TooShort
HTU2KLI03GZJJM	Assembled	contig00045	23	+	contig00045	176	-
HTU2KLI03GM4YL	Assembled	contig00012	545	+	contig00056	41	-
HTU2KLI03FVRSJ	Assembled	contig00033	289	-	contig00059	5	+
HTU2KLI03GDQCC	Assembled	contig00001	790	-	contig00001	550	+
HTU2KLI03GLARF	Assembled	contig00004	13	+	contig00004	370	-
HTU2KLI03G4Q55	Assembled	contig00001	990	-	contig00001	729	+
HTU2KLI03GULIN	Assembled	contig00004	1083	+	contig00033	138	-
HTU2KLI03FZCV2	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI03GI8XR	Assembled	contig00004	319	+	contig00004	434	-
HTU2KLI03F1F25	Assembled	contig00022	344	-	contig00022	178	+
HTU2KLI03FXE2A	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GMH0L	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03F6QDM	Assembled	contig00056	30	-	contig00012	545	+
HTU2KLI03GAUK4	Singleton
HTU2KLI03G8HWQ	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03HBOAS	Assembled	contig00004	411	+	contig00004	675	-
HTU2KLI03F6EXI	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03F1VMG	Assembled	contig00007	563	-	contig00007	323	+
HTU2KLI03FH36L	Assembled	contig00010	566	+	contig00010	662	-
HTU2KLI03F100I	Assembled	contig00033	121	-	contig00004	935	+
HTU2KLI03GUZ1D	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI03HF19H	Assembled	contig00022	112	+	contig00022	344	-
HTU2KLI03FXTCY	Assembled	contig00001	1296	+	contig00001	1507	-
HTU2KLI03GFS50	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03F9OJB	Assembled	contig00026	237	-	contig00033	216	+
HTU2KLI03F95OF	Assembled	contig00010	695	-	contig00010	542	+
HTU2KLI03F0D2H	Assembled	contig00001	1070	+	contig00001	1213	-
HTU2KLI03G0EPK	Assembled	contig00002	997	-	contig00002	700	+
HTU2KLI03FP1RX	Assembled	contig00022	347	-	contig00012	598	+
HTU2KLI03F0I8P	Singleton
HTU2KLI03G8IDJ	Assembled	contig00061	4	-	contig00012	545	+
HTU2KLI03G5GRY	Assembled	contig00022	353	-	contig00022	48	+
HTU2KLI03GINZ5	Assembled	contig00022	344	-	contig00022	76	+
HTU2KLI03FG8JM	PartiallyAssembled	contig00012	545	+	contig00057	4	-
HTU2KLI03F8S3L	Singleton
HTU2KLI03G28MY	Assembled	contig00062	1	-	contig00033	12	+
HTU2KLI03GJIR2	Assembled	contig00002	1318	-	contig00002	971	+
HTU2KLI03G8B6F	Assembled	contig00004	1095	+	contig00033	243	-
HTU2KLI03G8RG3	Assembled	contig00026	2	-	contig00033	109	+
HTU2KLI03F7AF7	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03HEJHV	Assembled	contig00001	1183	-	contig00001	963	+
HTU2KLI03GI3O8	Singleton
HTU2KLI03FRXH2	Assembled	contig00008	136	+	contig00008	475	-
HTU2KLI03FRQ1T	Assembled	contig00002	1098	+	contig00002	1310	-
HTU2KLI03FPTUS	Assembled	contig00007	448	+	contig00007	568	-
HTU2KLI03GCWQD	Assembled	contig00009	621	-	contig00009	373	+
HTU2KLI03HBCPT	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GKWYL	Assembled	contig00001	963	+	contig00001	1158	-
HTU2KLI03FYCOU	Assembled	contig00002	487	+	contig00002	931	-
HTU2KLI03GK935	Assembled	contig00010	691	-	contig00010	563	+
HTU2KLI03GXFU0	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GPLYQ	Assembled	contig00004	1043	-	contig00004	873	+
HTU2KLI03GNAF8	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03HEC5K	Assembled	contig00001	1051	+	contig00001	1176	-
HTU2KLI03F14PX	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GO8R9	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GF3MN	PartiallyAssembled	contig00002	804	+	contig00002	1017	-
HTU2KLI03G4OMX	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03FT3UP	Assembled	contig00004	438	+	contig00004	664	-
HTU2KLI03GX4G9	Assembled	contig00004	755	+	contig00004	905	-
HTU2KLI03FJZRQ	Assembled	contig00001	1323	+	contig00001	1502	-
HTU2KLI03G6I3D	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GE0EC	Assembled	contig00001	1185	-	contig00001	1067	+
HTU2KLI03GIMUD	Assembled	contig00002	533	+	contig00002	945	-
HTU2KLI03GLSA2	Assembled	contig00002	1123	-	contig00002	878	+
HTU2KLI03FXQIN	PartiallyAssembled	contig00012	545	+	contig00012	640	-
HTU2KLI03FPD5M	Assembled	contig00004	244	+	contig00004	458	-
HTU2KLI03FWY1J	Singleton
HTU2KLI03GPGRU	Assembled	contig00022	345	-	contig00012	620	+
HTU2KLI03FRIC6	Assembled	contig00002	1319	-	contig00002	1100	+
HTU2KLI03GWKU0	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03G1G0N	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GLQX4	Singleton
HTU2KLI03G6125	Assembled	contig00003	612	-	contig00003	303	+
HTU2KLI03GWNYA	Assembled	contig00004	924	-	contig00004	758	+
HTU2KLI03FXHWH	Assembled	contig00012	545	+	contig00022	249	-
HTU2KLI03G17T0	Assembled	contig00001	965	+	contig00001	1184	-
HTU2KLI03GXY4H	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03G376X	Assembled	contig00012	545	+	contig00056	34	-
HTU2KLI03FK51Z	Assembled	contig00022	117	+	contig00022	375	-
HTU2KLI03GYZ1M	Assembled	contig00022	367	-	contig00012	640	+
HTU2KLI03GEQNR	Assembled	contig00002	1059	+	contig00002	1312	-
HTU2KLI03F0IIH	Assembled	contig00026	44	+	contig00026	107	-
HTU2KLI03F57FA	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GY5PY	Assembled	contig00033	215	+	contig00026	238	-
HTU2KLI03FRTNY	TooShort
HTU2KLI03GXM7W	Assembled	contig00056	28	-	contig00012	545	+
HTU2KLI03GNMGM	Assembled	contig00022	383	-	contig00022	114	+
HTU2KLI03F3J0G	Assembled	contig00002	153	+	contig00002	478	-
HTU2KLI03G342R	Assembled	contig00012	545	+	contig00012	637	-
HTU2KLI03HA5I7	Assembled	contig00022	114	+	contig00022	374	-
HTU2KLI03GK971	Singleton
HTU2KLI03HE97Q	Assembled	contig00026	54	+	contig00026	223	-
HTU2KLI03FWFQV	Assembled	contig00009	373	+	contig00009	557	-
HTU2KLI03HD59G	Assembled	contig00001	1066	+	contig00001	1185	-
HTU2KLI03FWDXG	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03HE3SV	Assembled	contig00002	999	-	contig00002	642	+
HTU2KLI03G4W2V	Assembled	contig00033	243	-	contig00004	1095	+
HTU2KLI03GREKW	Assembled	contig00004	765	+	contig00004	922	-
HTU2KLI03FT3XF	Singleton
HTU2KLI03G67BX	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GC1HR	Assembled	contig00002	711	-	contig00002	532	+
HTU2KLI03G602N	Assembled	contig00012	545	+	contig00056	20	-
HTU2KLI03GEQ7G	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03G75CD	Assembled	contig00001	1184	-	contig00001	963	+
HTU2KLI03GW7SY	Assembled	contig00002	533	+	contig00002	755	-
HTU2KLI03GSH62	Singleton
HTU2KLI03HE437	Assembled	contig00022	382	-	contig00022	83	+
HTU2KLI03G4NI5	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03F1O4O	Assembled	contig00026	224	-	contig00026	28	+
HTU2KLI03GISLN	Assembled	contig00002	1017	-	contig00002	803	+
HTU2KLI03F95E7	Assembled	contig00012	545	+	contig00056	29	-
HTU2KLI03GR0DW	Assembled	contig00026	339	-	contig00033	225	+
HTU2KLI03F1VU4	Assembled	contig00012	545	+	contig00056	22	-
HTU2KLI03FPS3A	Assembled	contig00004	1100	+	contig00033	282	-
HTU2KLI03G63A3	Assembled	contig00003	243	+	contig00003	325	-
HTU2KLI03FVI9S	Assembled	contig00015	124	+	contig00015	329	-
HTU2KLI03F2QAO	Assembled	contig00002	1378	-	contig00002	1098	+
HTU2KLI03GZBF9	Assembled	contig00012	545	+	contig00056	24	-
HTU2KLI03GLMQQ	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FN7HT	Assembled	contig00002	1098	+	contig00002	1310	-
HTU2KLI03FL5V1	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03G2MCR	Assembled	contig00004	80	+	contig00004	375	-
HTU2KLI03GCVGG	PartiallyAssembled	contig00001	1506	-	contig00001	1350	+
HTU2KLI03GBHGY	Assembled	contig00002	695	+	contig00002	807	-
HTU2KLI03GI1KC	Assembled	contig00002	731	-	contig00002	479	+
HTU2KLI03GKH4C	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GWS5H	Assembled	contig00033	218	+	contig00026	167	-
HTU2KLI03G3NO1	Assembled	contig00001	965	+	contig00001	1185	-
HTU2KLI03HH2J2	PartiallyAssembled	contig00012	545	+	contig00012	640	-
HTU2KLI03GLMB5	Assembled	contig00004	1095	+	contig00033	284	-
HTU2KLI03G4DBQ	Assembled	contig00004	252	+	contig00004	530	-
HTU2KLI03G6UVO	Assembled	contig00009	373	+	contig00009	517	-
HTU2KLI03GLSQX	Assembled	contig00012	640	-	contig00012	547	+
HTU2KLI03GKFFN	Assembled	contig00007	563	-	contig00007	449	+
HTU2KLI03GM9OY	Assembled	contig00033	284	-	contig00033	107	+
HTU2KLI03GGS3B	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GTVDQ	Assembled	contig00012	545	+	contig00056	31	-
HTU2KLI03F2VRM	Singleton
HTU2KLI03GCHMA	Assembled	contig00004	1065	+	contig00033	233	-
HTU2KLI03GF7J7	Assembled	contig00004	1110	+	contig00033	139	-
HTU2KLI03FWZ68	Assembled	contig00041	73	+	contig00041	166	-
HTU2KLI03F8L6S	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GZT39	Assembled	contig00001	1185	-	contig00001	965	+
HTU2KLI03G34C7	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03FPKXJ	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03F7SBD	PartiallyAssembled	contig00004	1105	+	contig00033	287	-
HTU2KLI03GWB8P	Assembled	contig00002	757	-	contig00002	489	+
HTU2KLI03GR2ED	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GGH5T	Assembled	contig00010	566	+	contig00010	695	-
HTU2KLI03GUA3X	Assembled	contig00010	221	-	contig00010	31	+
HTU2KLI03FRO4M	Assembled	contig00002	1017	-	contig00002	656	+
HTU2KLI03GO096	Assembled	contig00004	368	+	contig00004	523	-
HTU2KLI03F7ONL	Assembled	contig00002	1070	+	contig00002	1310	-
HTU2KLI03GWPQK	Assembled	contig00003	653	+	contig00003	1036	-
HTU2KLI03FW1C8	Assembled	contig00001	128	+	contig00001	337	-
HTU2KLI03GTGH3	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GU83N	Assembled	contig00012	545	+	contig00056	39	-
HTU2KLI03HFRKU	PartiallyAssembled	contig00007	566	-	contig00007	454	+
HTU2KLI03GQFPQ	Assembled	contig00002	739	-	contig00002	533	+
HTU2KLI03G70RQ	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03G0O88	Assembled	contig00022	185	-	contig00012	545	+
HTU2KLI03GK3B0	Assembled	contig00002	884	-	contig00002	538	+
HTU2KLI03FR0DJ	Assembled	contig00004	7	+	contig00004	123	-
HTU2KLI03F48TJ	Assembled	contig00022	75	+	contig00022	346	-
HTU2KLI03G6AGA	PartiallyAssembled	contig00010	342	+	contig00010	567	-
HTU2KLI03GUQ9P	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI03FU79Z	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GDNL5	Assembled	contig00033	286	-	contig00033	5	+
HTU2KLI03FUP15	Assembled	contig00056	32	-	contig00012	547	+
HTU2KLI03G9YZD	Assembled	contig00002	1317	-	contig00002	1059	+
HTU2KLI03F3I7S	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03F532V	Assembled	contig00056	28	-	contig00012	545	+
HTU2KLI03FKQOR	Assembled	contig00026	226	-	contig00033	109	+
HTU2KLI03F63PQ	Assembled	contig00033	216	+	contig00026	153	-
HTU2KLI03F6VT6	Assembled	contig00004	1112	+	contig00062	1	-
HTU2KLI03GBYFF	Assembled	contig00022	121	+	contig00022	346	-
HTU2KLI03GFY09	Assembled	contig00022	353	-	contig00057	5	+
HTU2KLI03GCZPS	Assembled	contig00002	829	-	contig00002	533	+
HTU2KLI03GE4Y3	Assembled	contig00004	331	+	contig00004	531	-
HTU2KLI03GT89F	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GRIDX	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GB27T	Assembled	contig00057	5	-	contig00012	545	+
HTU2KLI03GBT9V	Assembled	contig00033	125	-	contig00004	989	+
HTU2KLI03G3V2U	PartiallyAssembled	contig00007	451	+	contig00007	571	-
HTU2KLI03FZDMR	Assembled	contig00022	346	-	contig00022	154	+
HTU2KLI03G6EXC	Assembled	contig00001	1037	-	contig00001	875	+
HTU2KLI03FXQV8	Assembled	contig00022	101	+	contig00022	362	-
HTU2KLI03F6629	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03F4SNU	PartiallyAssembled	contig00009	52	+	contig00009	292	-
HTU2KLI03GVJDN	PartiallyAssembled	contig00034	55	+	contig00034	182	-
HTU2KLI03G5APZ	Assembled	contig00033	286	-	contig00033	75	+
HTU2KLI03GZJI0	Assembled	contig00012	545	+	contig00012	628	-
HTU2KLI03GXHUI	Assembled	contig00022	160	-	contig00012	545	+
HTU2KLI03F9C8A	Assembled	contig00026	6	-	contig00033	73	+
HTU2KLI03GWW7Z	Assembled	contig00033	216	+	contig00026	165	-
HTU2KLI03HDF9R	Assembled	contig00004	671	-	contig00004	411	+
HTU2KLI03GPD9K	Assembled	contig00028	248	-	contig00028	1	+
HTU2KLI03F5UBV	Assembled	contig00060	1	-	contig00012	545	+
HTU2KLI03GHQRU	Assembled	contig00012	545	+	contig00012	641	-
HTU2KLI03FK6IB	Assembled	contig00001	1507	-	contig00001	1315	+
HTU2KLI03F8QV9	Assembled	contig00003	1073	-	contig00003	738	+
HTU2KLI03G55V3	Assembled	contig00018	23	+	contig00018	336	-
HTU2KLI03GA9JI	Assembled	contig00002	1310	-	contig00002	1070	+
HTU2KLI03HESA6	Assembled	contig00041	225	-	contig00041	148	+
HTU2KLI03FUFZ1	Assembled	contig00012	545	+	contig00061	5	-
HTU2KLI03GUILQ	Assembled	contig00056	35	-	contig00012	545	+
HTU2KLI03G64WB	Assembled	contig00033	215	+	contig00026	60	-
HTU2KLI03FS0RP	Assembled	contig00002	884	-	contig00002	690	+
HTU2KLI03G2L37	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI03GJ0PG	Assembled	contig00007	566	-	contig00007	449	+
HTU2KLI03FZMCU	PartiallyAssembled	contig00006	842	-	contig00006	571	+
HTU2KLI03GOE0C	Assembled	contig00033	108	+	contig00033	289	-
HTU2KLI03GZRYA	Assembled	contig00022	74	+	contig00022	342	-
HTU2KLI03FKTHF	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03GA6M4	Assembled	contig00002	1059	+	contig00002	1317	-
HTU2KLI03F8ICC	Assembled	contig00022	380	-	contig00022	139	+
HTU2KLI03HE9I5	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FIEGY	Assembled	contig00001	1054	+	contig00001	1183	-
HTU2KLI03G83C1	Assembled	contig00012	545	+	contig00056	27	-
HTU2KLI03FIG2I	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GLANG	Assembled	contig00022	369	-	contig00022	106	+
HTU2KLI03FYVKH	Assembled	contig00056	52	-	contig00012	545	+
HTU2KLI03GQ2OL	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GZUQE	Assembled	contig00022	357	-	contig00022	73	+
HTU2KLI03HB1AT	Assembled	contig00012	545	+	contig00022	240	-
HTU2KLI03GU254	Assembled	contig00004	377	-	contig00004	88	+
